id,control_id,framework_code,control_number,sector_code,applicability,sector_priority,sector_maturity_level,sector_specific_guidance_en,additional_evidence_types,exemption_allowed
649,59,NCA-ECC,4.12,DEFENSE,mandatory,medium,3,,,False
650,60,NCA-ECC,5.12,BANKING,mandatory,medium,4,Financial institutions must implement enhanced controls per SAMA requirements,AUDIT_REPORT|RISK_ASSESSMENT,False
651,60,NCA-ECC,5.12,INSURANCE,mandatory,low,4,,,False
652,60,NCA-ECC,5.12,CAPITAL_MARKETS,mandatory,low,4,,,False
653,60,NCA-ECC,5.12,FINTECH,mandatory,medium,4,FinTech companies must meet both SAMA and PCI requirements,PENTEST|SCAN_REPORT,False
654,60,NCA-ECC,5.12,HEALTHCARE,mandatory,medium,4,Healthcare organizations must ensure patient data protection per MOH standards,CERTIFICATE|TRAINING_RECORD,False
655,60,NCA-ECC,5.12,TELECOM,mandatory,low,4,,,False
656,60,NCA-ECC,5.12,ICT,mandatory,low,4,,,False
657,60,NCA-ECC,5.12,CLOUD,mandatory,low,4,,,False
658,60,NCA-ECC,5.12,GOVERNMENT,mandatory,high,4,Government entities must comply with NCA mandatory requirements,ATTESTATION|APPROVAL,False
659,60,NCA-ECC,5.12,ENERGY,mandatory,high,4,Critical infrastructure requires enhanced OT security controls,BCP_DRP|INCIDENT_REPORT,False
660,60,NCA-ECC,5.12,DEFENSE,mandatory,low,4,,,False
661,61,NCA-ECC,1.13,BANKING,mandatory,critical,1,Financial institutions must implement enhanced controls per SAMA requirements,AUDIT_REPORT|RISK_ASSESSMENT,False
662,61,NCA-ECC,1.13,INSURANCE,mandatory,critical,1,,,False
663,61,NCA-ECC,1.13,CAPITAL_MARKETS,mandatory,critical,1,,,False
664,61,NCA-ECC,1.13,FINTECH,mandatory,critical,1,FinTech companies must meet both SAMA and PCI requirements,PENTEST|SCAN_REPORT,False
665,61,NCA-ECC,1.13,HEALTHCARE,mandatory,critical,1,Healthcare organizations must ensure patient data protection per MOH standards,CERTIFICATE|TRAINING_RECORD,False
666,61,NCA-ECC,1.13,TELECOM,mandatory,critical,1,,,False
667,61,NCA-ECC,1.13,ICT,mandatory,critical,1,,,False
668,61,NCA-ECC,1.13,CLOUD,mandatory,critical,1,,,False
669,61,NCA-ECC,1.13,GOVERNMENT,mandatory,critical,1,Government entities must comply with NCA mandatory requirements,ATTESTATION|APPROVAL,False
670,61,NCA-ECC,1.13,ENERGY,mandatory,critical,1,Critical infrastructure requires enhanced OT security controls,BCP_DRP|INCIDENT_REPORT,False
671,61,NCA-ECC,1.13,DEFENSE,mandatory,critical,1,,,False
672,62,NCA-ECC,2.13,BANKING,mandatory,critical,2,Financial institutions must implement enhanced controls per SAMA requirements,AUDIT_REPORT|RISK_ASSESSMENT,False
673,62,NCA-ECC,2.13,INSURANCE,mandatory,high,2,,,False
674,62,NCA-ECC,2.13,CAPITAL_MARKETS,mandatory,high,2,,,False
675,62,NCA-ECC,2.13,FINTECH,mandatory,critical,2,FinTech companies must meet both SAMA and PCI requirements,PENTEST|SCAN_REPORT,False
676,62,NCA-ECC,2.13,HEALTHCARE,mandatory,critical,2,Healthcare organizations must ensure patient data protection per MOH standards,CERTIFICATE|TRAINING_RECORD,False
677,62,NCA-ECC,2.13,TELECOM,mandatory,high,2,,,False
678,62,NCA-ECC,2.13,ICT,mandatory,high,2,,,False
679,62,NCA-ECC,2.13,CLOUD,mandatory,high,2,,,False
680,62,NCA-ECC,2.13,GOVERNMENT,mandatory,critical,2,Government entities must comply with NCA mandatory requirements,ATTESTATION|APPROVAL,False
681,62,NCA-ECC,2.13,ENERGY,mandatory,critical,2,Critical infrastructure requires enhanced OT security controls,BCP_DRP|INCIDENT_REPORT,False
682,62,NCA-ECC,2.13,DEFENSE,mandatory,high,2,,,False
683,63,NCA-ECC,3.13,BANKING,mandatory,high,3,Financial institutions must implement enhanced controls per SAMA requirements,AUDIT_REPORT|RISK_ASSESSMENT,False
684,63,NCA-ECC,3.13,INSURANCE,mandatory,medium,3,,,False
685,63,NCA-ECC,3.13,CAPITAL_MARKETS,mandatory,medium,3,,,False
686,63,NCA-ECC,3.13,FINTECH,mandatory,high,3,FinTech companies must meet both SAMA and PCI requirements,PENTEST|SCAN_REPORT,False
687,63,NCA-ECC,3.13,HEALTHCARE,mandatory,high,3,Healthcare organizations must ensure patient data protection per MOH standards,CERTIFICATE|TRAINING_RECORD,False
688,63,NCA-ECC,3.13,TELECOM,mandatory,medium,3,,,False
689,63,NCA-ECC,3.13,ICT,mandatory,medium,3,,,False
690,63,NCA-ECC,3.13,CLOUD,mandatory,medium,3,,,False
691,63,NCA-ECC,3.13,GOVERNMENT,mandatory,critical,3,Government entities must comply with NCA mandatory requirements,ATTESTATION|APPROVAL,False
692,63,NCA-ECC,3.13,ENERGY,mandatory,critical,3,Critical infrastructure requires enhanced OT security controls,BCP_DRP|INCIDENT_REPORT,False
693,63,NCA-ECC,3.13,DEFENSE,mandatory,medium,3,,,False
694,64,NCA-ECC,4.13,BANKING,mandatory,medium,4,Financial institutions must implement enhanced controls per SAMA requirements,AUDIT_REPORT|RISK_ASSESSMENT,False
695,64,NCA-ECC,4.13,INSURANCE,mandatory,low,4,,,False
696,64,NCA-ECC,4.13,CAPITAL_MARKETS,mandatory,low,4,,,False
697,64,NCA-ECC,4.13,FINTECH,mandatory,medium,4,FinTech companies must meet both SAMA and PCI requirements,PENTEST|SCAN_REPORT,False
698,64,NCA-ECC,4.13,HEALTHCARE,mandatory,medium,4,Healthcare organizations must ensure patient data protection per MOH standards,CERTIFICATE|TRAINING_RECORD,False
699,64,NCA-ECC,4.13,TELECOM,mandatory,low,4,,,False
700,64,NCA-ECC,4.13,ICT,mandatory,low,4,,,False
701,64,NCA-ECC,4.13,CLOUD,mandatory,low,4,,,False
702,64,NCA-ECC,4.13,GOVERNMENT,mandatory,high,4,Government entities must comply with NCA mandatory requirements,ATTESTATION|APPROVAL,False
703,64,NCA-ECC,4.13,ENERGY,mandatory,high,4,Critical infrastructure requires enhanced OT security controls,BCP_DRP|INCIDENT_REPORT,False
704,64,NCA-ECC,4.13,DEFENSE,mandatory,low,4,,,False
705,65,NCA-ECC,5.13,BANKING,mandatory,critical,1,Financial institutions must implement enhanced controls per SAMA requirements,AUDIT_REPORT|RISK_ASSESSMENT,False
706,65,NCA-ECC,5.13,INSURANCE,mandatory,critical,1,,,False
707,65,NCA-ECC,5.13,CAPITAL_MARKETS,mandatory,critical,1,,,False
708,65,NCA-ECC,5.13,FINTECH,mandatory,critical,1,FinTech companies must meet both SAMA and PCI requirements,PENTEST|SCAN_REPORT,False
709,65,NCA-ECC,5.13,HEALTHCARE,mandatory,critical,1,Healthcare organizations must ensure patient data protection per MOH standards,CERTIFICATE|TRAINING_RECORD,False
710,65,NCA-ECC,5.13,TELECOM,mandatory,critical,1,,,False
711,65,NCA-ECC,5.13,ICT,mandatory,critical,1,,,False
712,65,NCA-ECC,5.13,CLOUD,mandatory,critical,1,,,False
713,65,NCA-ECC,5.13,GOVERNMENT,mandatory,critical,1,Government entities must comply with NCA mandatory requirements,ATTESTATION|APPROVAL,False
714,65,NCA-ECC,5.13,ENERGY,mandatory,critical,1,Critical infrastructure requires enhanced OT security controls,BCP_DRP|INCIDENT_REPORT,False
715,65,NCA-ECC,5.13,DEFENSE,mandatory,critical,1,,,False
716,66,NCA-ECC,1.14,BANKING,mandatory,critical,2,Financial institutions must implement enhanced controls per SAMA requirements,AUDIT_REPORT|RISK_ASSESSMENT,False
717,66,NCA-ECC,1.14,INSURANCE,mandatory,high,2,,,False
718,66,NCA-ECC,1.14,CAPITAL_MARKETS,mandatory,high,2,,,False
719,66,NCA-ECC,1.14,FINTECH,mandatory,critical,2,FinTech companies must meet both SAMA and PCI requirements,PENTEST|SCAN_REPORT,False
720,66,NCA-ECC,1.14,HEALTHCARE,mandatory,critical,2,Healthcare organizations must ensure patient data protection per MOH standards,CERTIFICATE|TRAINING_RECORD,False
721,66,NCA-ECC,1.14,TELECOM,mandatory,high,2,,,False
722,66,NCA-ECC,1.14,ICT,mandatory,high,2,,,False
723,66,NCA-ECC,1.14,CLOUD,mandatory,high,2,,,False
724,66,NCA-ECC,1.14,GOVERNMENT,mandatory,critical,2,Government entities must comply with NCA mandatory requirements,ATTESTATION|APPROVAL,False
725,66,NCA-ECC,1.14,ENERGY,mandatory,critical,2,Critical infrastructure requires enhanced OT security controls,BCP_DRP|INCIDENT_REPORT,False
726,66,NCA-ECC,1.14,DEFENSE,mandatory,high,2,,,False
727,67,NCA-ECC,2.14,BANKING,mandatory,high,3,Financial institutions must implement enhanced controls per SAMA requirements,AUDIT_REPORT|RISK_ASSESSMENT,False
728,67,NCA-ECC,2.14,INSURANCE,mandatory,medium,3,,,False
729,67,NCA-ECC,2.14,CAPITAL_MARKETS,mandatory,medium,3,,,False
730,67,NCA-ECC,2.14,FINTECH,mandatory,high,3,FinTech companies must meet both SAMA and PCI requirements,PENTEST|SCAN_REPORT,False
731,67,NCA-ECC,2.14,HEALTHCARE,mandatory,high,3,Healthcare organizations must ensure patient data protection per MOH standards,CERTIFICATE|TRAINING_RECORD,False
732,67,NCA-ECC,2.14,TELECOM,mandatory,medium,3,,,False
733,67,NCA-ECC,2.14,ICT,mandatory,medium,3,,,False
734,67,NCA-ECC,2.14,CLOUD,mandatory,medium,3,,,False
735,67,NCA-ECC,2.14,GOVERNMENT,mandatory,critical,3,Government entities must comply with NCA mandatory requirements,ATTESTATION|APPROVAL,False
736,67,NCA-ECC,2.14,ENERGY,mandatory,critical,3,Critical infrastructure requires enhanced OT security controls,BCP_DRP|INCIDENT_REPORT,False
737,67,NCA-ECC,2.14,DEFENSE,mandatory,medium,3,,,False
738,68,NCA-ECC,3.14,BANKING,mandatory,medium,4,Financial institutions must implement enhanced controls per SAMA requirements,AUDIT_REPORT|RISK_ASSESSMENT,False
739,68,NCA-ECC,3.14,INSURANCE,mandatory,low,4,,,False
740,68,NCA-ECC,3.14,CAPITAL_MARKETS,mandatory,low,4,,,False
741,68,NCA-ECC,3.14,FINTECH,mandatory,medium,4,FinTech companies must meet both SAMA and PCI requirements,PENTEST|SCAN_REPORT,False
742,68,NCA-ECC,3.14,HEALTHCARE,mandatory,medium,4,Healthcare organizations must ensure patient data protection per MOH standards,CERTIFICATE|TRAINING_RECORD,False
743,68,NCA-ECC,3.14,TELECOM,mandatory,low,4,,,False
744,68,NCA-ECC,3.14,ICT,mandatory,low,4,,,False
745,68,NCA-ECC,3.14,CLOUD,mandatory,low,4,,,False
746,68,NCA-ECC,3.14,GOVERNMENT,mandatory,high,4,Government entities must comply with NCA mandatory requirements,ATTESTATION|APPROVAL,False
747,68,NCA-ECC,3.14,ENERGY,mandatory,high,4,Critical infrastructure requires enhanced OT security controls,BCP_DRP|INCIDENT_REPORT,False
748,68,NCA-ECC,3.14,DEFENSE,mandatory,low,4,,,False
749,69,NCA-ECC,4.14,BANKING,mandatory,critical,1,Financial institutions must implement enhanced controls per SAMA requirements,AUDIT_REPORT|RISK_ASSESSMENT,False
750,69,NCA-ECC,4.14,INSURANCE,mandatory,critical,1,,,False
751,69,NCA-ECC,4.14,CAPITAL_MARKETS,mandatory,critical,1,,,False
752,69,NCA-ECC,4.14,FINTECH,mandatory,critical,1,FinTech companies must meet both SAMA and PCI requirements,PENTEST|SCAN_REPORT,False
753,69,NCA-ECC,4.14,HEALTHCARE,mandatory,critical,1,Healthcare organizations must ensure patient data protection per MOH standards,CERTIFICATE|TRAINING_RECORD,False
754,69,NCA-ECC,4.14,TELECOM,mandatory,critical,1,,,False
755,69,NCA-ECC,4.14,ICT,mandatory,critical,1,,,False
756,69,NCA-ECC,4.14,CLOUD,mandatory,critical,1,,,False
757,69,NCA-ECC,4.14,GOVERNMENT,mandatory,critical,1,Government entities must comply with NCA mandatory requirements,ATTESTATION|APPROVAL,False
758,69,NCA-ECC,4.14,ENERGY,mandatory,critical,1,Critical infrastructure requires enhanced OT security controls,BCP_DRP|INCIDENT_REPORT,False
759,69,NCA-ECC,4.14,DEFENSE,mandatory,critical,1,,,False
760,70,NCA-ECC,5.14,BANKING,mandatory,critical,2,Financial institutions must implement enhanced controls per SAMA requirements,AUDIT_REPORT|RISK_ASSESSMENT,False
761,70,NCA-ECC,5.14,INSURANCE,mandatory,high,2,,,False
762,70,NCA-ECC,5.14,CAPITAL_MARKETS,mandatory,high,2,,,False
763,70,NCA-ECC,5.14,FINTECH,mandatory,critical,2,FinTech companies must meet both SAMA and PCI requirements,PENTEST|SCAN_REPORT,False
764,70,NCA-ECC,5.14,HEALTHCARE,mandatory,critical,2,Healthcare organizations must ensure patient data protection per MOH standards,CERTIFICATE|TRAINING_RECORD,False
765,70,NCA-ECC,5.14,TELECOM,mandatory,high,2,,,False
766,70,NCA-ECC,5.14,ICT,mandatory,high,2,,,False
767,70,NCA-ECC,5.14,CLOUD,mandatory,high,2,,,False
768,70,NCA-ECC,5.14,GOVERNMENT,mandatory,critical,2,Government entities must comply with NCA mandatory requirements,ATTESTATION|APPROVAL,False
769,70,NCA-ECC,5.14,ENERGY,mandatory,critical,2,Critical infrastructure requires enhanced OT security controls,BCP_DRP|INCIDENT_REPORT,False
770,70,NCA-ECC,5.14,DEFENSE,mandatory,high,2,,,False
771,71,NCA-ECC,1.15,BANKING,mandatory,high,3,Financial institutions must implement enhanced controls per SAMA requirements,AUDIT_REPORT|RISK_ASSESSMENT,False
772,71,NCA-ECC,1.15,INSURANCE,mandatory,medium,3,,,False
773,71,NCA-ECC,1.15,CAPITAL_MARKETS,mandatory,medium,3,,,False
774,71,NCA-ECC,1.15,FINTECH,mandatory,high,3,FinTech companies must meet both SAMA and PCI requirements,PENTEST|SCAN_REPORT,False
775,71,NCA-ECC,1.15,HEALTHCARE,mandatory,high,3,Healthcare organizations must ensure patient data protection per MOH standards,CERTIFICATE|TRAINING_RECORD,False
776,71,NCA-ECC,1.15,TELECOM,mandatory,medium,3,,,False
777,71,NCA-ECC,1.15,ICT,mandatory,medium,3,,,False
778,71,NCA-ECC,1.15,CLOUD,mandatory,medium,3,,,False
779,71,NCA-ECC,1.15,GOVERNMENT,mandatory,critical,3,Government entities must comply with NCA mandatory requirements,ATTESTATION|APPROVAL,False
780,71,NCA-ECC,1.15,ENERGY,mandatory,critical,3,Critical infrastructure requires enhanced OT security controls,BCP_DRP|INCIDENT_REPORT,False
781,71,NCA-ECC,1.15,DEFENSE,mandatory,medium,3,,,False
782,72,NCA-ECC,2.15,BANKING,mandatory,medium,4,Financial institutions must implement enhanced controls per SAMA requirements,AUDIT_REPORT|RISK_ASSESSMENT,False
783,72,NCA-ECC,2.15,INSURANCE,mandatory,low,4,,,False
784,72,NCA-ECC,2.15,CAPITAL_MARKETS,mandatory,low,4,,,False
785,72,NCA-ECC,2.15,FINTECH,mandatory,medium,4,FinTech companies must meet both SAMA and PCI requirements,PENTEST|SCAN_REPORT,False
786,72,NCA-ECC,2.15,HEALTHCARE,mandatory,medium,4,Healthcare organizations must ensure patient data protection per MOH standards,CERTIFICATE|TRAINING_RECORD,False
787,72,NCA-ECC,2.15,TELECOM,mandatory,low,4,,,False
788,72,NCA-ECC,2.15,ICT,mandatory,low,4,,,False
789,72,NCA-ECC,2.15,CLOUD,mandatory,low,4,,,False
790,72,NCA-ECC,2.15,GOVERNMENT,mandatory,high,4,Government entities must comply with NCA mandatory requirements,ATTESTATION|APPROVAL,False
791,72,NCA-ECC,2.15,ENERGY,mandatory,high,4,Critical infrastructure requires enhanced OT security controls,BCP_DRP|INCIDENT_REPORT,False
792,72,NCA-ECC,2.15,DEFENSE,mandatory,low,4,,,False
793,73,NCA-ECC,3.15,BANKING,mandatory,critical,1,Financial institutions must implement enhanced controls per SAMA requirements,AUDIT_REPORT|RISK_ASSESSMENT,False
794,73,NCA-ECC,3.15,INSURANCE,mandatory,critical,1,,,False
795,73,NCA-ECC,3.15,CAPITAL_MARKETS,mandatory,critical,1,,,False
796,73,NCA-ECC,3.15,FINTECH,mandatory,critical,1,FinTech companies must meet both SAMA and PCI requirements,PENTEST|SCAN_REPORT,False
797,73,NCA-ECC,3.15,HEALTHCARE,mandatory,critical,1,Healthcare organizations must ensure patient data protection per MOH standards,CERTIFICATE|TRAINING_RECORD,False
798,73,NCA-ECC,3.15,TELECOM,mandatory,critical,1,,,False
799,73,NCA-ECC,3.15,ICT,mandatory,critical,1,,,False
800,73,NCA-ECC,3.15,CLOUD,mandatory,critical,1,,,False
801,73,NCA-ECC,3.15,GOVERNMENT,mandatory,critical,1,Government entities must comply with NCA mandatory requirements,ATTESTATION|APPROVAL,False
802,73,NCA-ECC,3.15,ENERGY,mandatory,critical,1,Critical infrastructure requires enhanced OT security controls,BCP_DRP|INCIDENT_REPORT,False
803,73,NCA-ECC,3.15,DEFENSE,mandatory,critical,1,,,False
804,74,NCA-ECC,4.15,BANKING,mandatory,critical,2,Financial institutions must implement enhanced controls per SAMA requirements,AUDIT_REPORT|RISK_ASSESSMENT,False
805,74,NCA-ECC,4.15,INSURANCE,mandatory,high,2,,,False
806,74,NCA-ECC,4.15,CAPITAL_MARKETS,mandatory,high,2,,,False
807,74,NCA-ECC,4.15,FINTECH,mandatory,critical,2,FinTech companies must meet both SAMA and PCI requirements,PENTEST|SCAN_REPORT,False
808,74,NCA-ECC,4.15,HEALTHCARE,mandatory,critical,2,Healthcare organizations must ensure patient data protection per MOH standards,CERTIFICATE|TRAINING_RECORD,False
809,74,NCA-ECC,4.15,TELECOM,mandatory,high,2,,,False
810,74,NCA-ECC,4.15,ICT,mandatory,high,2,,,False
811,74,NCA-ECC,4.15,CLOUD,mandatory,high,2,,,False
812,74,NCA-ECC,4.15,GOVERNMENT,mandatory,critical,2,Government entities must comply with NCA mandatory requirements,ATTESTATION|APPROVAL,False
813,74,NCA-ECC,4.15,ENERGY,mandatory,critical,2,Critical infrastructure requires enhanced OT security controls,BCP_DRP|INCIDENT_REPORT,False
814,74,NCA-ECC,4.15,DEFENSE,mandatory,high,2,,,False
815,75,NCA-ECC,5.15,BANKING,mandatory,high,3,Financial institutions must implement enhanced controls per SAMA requirements,AUDIT_REPORT|RISK_ASSESSMENT,False
816,75,NCA-ECC,5.15,INSURANCE,mandatory,medium,3,,,False
817,75,NCA-ECC,5.15,CAPITAL_MARKETS,mandatory,medium,3,,,False
818,75,NCA-ECC,5.15,FINTECH,mandatory,high,3,FinTech companies must meet both SAMA and PCI requirements,PENTEST|SCAN_REPORT,False
819,75,NCA-ECC,5.15,HEALTHCARE,mandatory,high,3,Healthcare organizations must ensure patient data protection per MOH standards,CERTIFICATE|TRAINING_RECORD,False
820,75,NCA-ECC,5.15,TELECOM,mandatory,medium,3,,,False
821,75,NCA-ECC,5.15,ICT,mandatory,medium,3,,,False
822,75,NCA-ECC,5.15,CLOUD,mandatory,medium,3,,,False
823,75,NCA-ECC,5.15,GOVERNMENT,mandatory,critical,3,Government entities must comply with NCA mandatory requirements,ATTESTATION|APPROVAL,False
824,75,NCA-ECC,5.15,ENERGY,mandatory,critical,3,Critical infrastructure requires enhanced OT security controls,BCP_DRP|INCIDENT_REPORT,False
825,75,NCA-ECC,5.15,DEFENSE,mandatory,medium,3,,,False
826,76,NCA-ECC,1.16,BANKING,mandatory,medium,4,Financial institutions must implement enhanced controls per SAMA requirements,AUDIT_REPORT|RISK_ASSESSMENT,False
827,76,NCA-ECC,1.16,INSURANCE,mandatory,low,4,,,False
828,76,NCA-ECC,1.16,CAPITAL_MARKETS,mandatory,low,4,,,False
829,76,NCA-ECC,1.16,FINTECH,mandatory,medium,4,FinTech companies must meet both SAMA and PCI requirements,PENTEST|SCAN_REPORT,False
830,76,NCA-ECC,1.16,HEALTHCARE,mandatory,medium,4,Healthcare organizations must ensure patient data protection per MOH standards,CERTIFICATE|TRAINING_RECORD,False
831,76,NCA-ECC,1.16,TELECOM,mandatory,low,4,,,False
832,76,NCA-ECC,1.16,ICT,mandatory,low,4,,,False
833,76,NCA-ECC,1.16,CLOUD,mandatory,low,4,,,False
834,76,NCA-ECC,1.16,GOVERNMENT,mandatory,high,4,Government entities must comply with NCA mandatory requirements,ATTESTATION|APPROVAL,False
835,76,NCA-ECC,1.16,ENERGY,mandatory,high,4,Critical infrastructure requires enhanced OT security controls,BCP_DRP|INCIDENT_REPORT,False
836,76,NCA-ECC,1.16,DEFENSE,mandatory,low,4,,,False
837,77,NCA-ECC,2.16,BANKING,mandatory,critical,1,Financial institutions must implement enhanced controls per SAMA requirements,AUDIT_REPORT|RISK_ASSESSMENT,False
838,77,NCA-ECC,2.16,INSURANCE,mandatory,critical,1,,,False
839,77,NCA-ECC,2.16,CAPITAL_MARKETS,mandatory,critical,1,,,False
840,77,NCA-ECC,2.16,FINTECH,mandatory,critical,1,FinTech companies must meet both SAMA and PCI requirements,PENTEST|SCAN_REPORT,False
841,77,NCA-ECC,2.16,HEALTHCARE,mandatory,critical,1,Healthcare organizations must ensure patient data protection per MOH standards,CERTIFICATE|TRAINING_RECORD,False
842,77,NCA-ECC,2.16,TELECOM,mandatory,critical,1,,,False
843,77,NCA-ECC,2.16,ICT,mandatory,critical,1,,,False
844,77,NCA-ECC,2.16,CLOUD,mandatory,critical,1,,,False
845,77,NCA-ECC,2.16,GOVERNMENT,mandatory,critical,1,Government entities must comply with NCA mandatory requirements,ATTESTATION|APPROVAL,False
846,77,NCA-ECC,2.16,ENERGY,mandatory,critical,1,Critical infrastructure requires enhanced OT security controls,BCP_DRP|INCIDENT_REPORT,False
847,77,NCA-ECC,2.16,DEFENSE,mandatory,critical,1,,,False
848,78,NCA-ECC,3.16,BANKING,mandatory,critical,2,Financial institutions must implement enhanced controls per SAMA requirements,AUDIT_REPORT|RISK_ASSESSMENT,False
849,78,NCA-ECC,3.16,INSURANCE,mandatory,high,2,,,False
850,78,NCA-ECC,3.16,CAPITAL_MARKETS,mandatory,high,2,,,False
851,78,NCA-ECC,3.16,FINTECH,mandatory,critical,2,FinTech companies must meet both SAMA and PCI requirements,PENTEST|SCAN_REPORT,False
852,78,NCA-ECC,3.16,HEALTHCARE,mandatory,critical,2,Healthcare organizations must ensure patient data protection per MOH standards,CERTIFICATE|TRAINING_RECORD,False
853,78,NCA-ECC,3.16,TELECOM,mandatory,high,2,,,False
854,78,NCA-ECC,3.16,ICT,mandatory,high,2,,,False
855,78,NCA-ECC,3.16,CLOUD,mandatory,high,2,,,False
856,78,NCA-ECC,3.16,GOVERNMENT,mandatory,critical,2,Government entities must comply with NCA mandatory requirements,ATTESTATION|APPROVAL,False
857,78,NCA-ECC,3.16,ENERGY,mandatory,critical,2,Critical infrastructure requires enhanced OT security controls,BCP_DRP|INCIDENT_REPORT,False
858,78,NCA-ECC,3.16,DEFENSE,mandatory,high,2,,,False
859,79,NCA-ECC,4.16,BANKING,mandatory,high,3,Financial institutions must implement enhanced controls per SAMA requirements,AUDIT_REPORT|RISK_ASSESSMENT,False
860,79,NCA-ECC,4.16,INSURANCE,mandatory,medium,3,,,False
861,79,NCA-ECC,4.16,CAPITAL_MARKETS,mandatory,medium,3,,,False
862,79,NCA-ECC,4.16,FINTECH,mandatory,high,3,FinTech companies must meet both SAMA and PCI requirements,PENTEST|SCAN_REPORT,False
863,79,NCA-ECC,4.16,HEALTHCARE,mandatory,high,3,Healthcare organizations must ensure patient data protection per MOH standards,CERTIFICATE|TRAINING_RECORD,False
864,79,NCA-ECC,4.16,TELECOM,mandatory,medium,3,,,False
865,79,NCA-ECC,4.16,ICT,mandatory,medium,3,,,False
866,79,NCA-ECC,4.16,CLOUD,mandatory,medium,3,,,False
867,79,NCA-ECC,4.16,GOVERNMENT,mandatory,critical,3,Government entities must comply with NCA mandatory requirements,ATTESTATION|APPROVAL,False
868,79,NCA-ECC,4.16,ENERGY,mandatory,critical,3,Critical infrastructure requires enhanced OT security controls,BCP_DRP|INCIDENT_REPORT,False
869,79,NCA-ECC,4.16,DEFENSE,mandatory,medium,3,,,False
870,80,NCA-ECC,5.16,BANKING,mandatory,medium,4,Financial institutions must implement enhanced controls per SAMA requirements,AUDIT_REPORT|RISK_ASSESSMENT,False
871,80,NCA-ECC,5.16,INSURANCE,mandatory,low,4,,,False
872,80,NCA-ECC,5.16,CAPITAL_MARKETS,mandatory,low,4,,,False
873,80,NCA-ECC,5.16,FINTECH,mandatory,medium,4,FinTech companies must meet both SAMA and PCI requirements,PENTEST|SCAN_REPORT,False
874,80,NCA-ECC,5.16,HEALTHCARE,mandatory,medium,4,Healthcare organizations must ensure patient data protection per MOH standards,CERTIFICATE|TRAINING_RECORD,False
875,80,NCA-ECC,5.16,TELECOM,mandatory,low,4,,,False
876,80,NCA-ECC,5.16,ICT,mandatory,low,4,,,False
877,80,NCA-ECC,5.16,CLOUD,mandatory,low,4,,,False
878,80,NCA-ECC,5.16,GOVERNMENT,mandatory,high,4,Government entities must comply with NCA mandatory requirements,ATTESTATION|APPROVAL,False
879,80,NCA-ECC,5.16,ENERGY,mandatory,high,4,Critical infrastructure requires enhanced OT security controls,BCP_DRP|INCIDENT_REPORT,False
880,80,NCA-ECC,5.16,DEFENSE,mandatory,low,4,,,False
881,81,NCA-ECC,1.17,BANKING,mandatory,critical,1,Financial institutions must implement enhanced controls per SAMA requirements,AUDIT_REPORT|RISK_ASSESSMENT,False
882,81,NCA-ECC,1.17,INSURANCE,mandatory,critical,1,,,False
883,81,NCA-ECC,1.17,CAPITAL_MARKETS,mandatory,critical,1,,,False
884,81,NCA-ECC,1.17,FINTECH,mandatory,critical,1,FinTech companies must meet both SAMA and PCI requirements,PENTEST|SCAN_REPORT,False
885,81,NCA-ECC,1.17,HEALTHCARE,mandatory,critical,1,Healthcare organizations must ensure patient data protection per MOH standards,CERTIFICATE|TRAINING_RECORD,False
886,81,NCA-ECC,1.17,TELECOM,mandatory,critical,1,,,False
887,81,NCA-ECC,1.17,ICT,mandatory,critical,1,,,False
888,81,NCA-ECC,1.17,CLOUD,mandatory,critical,1,,,False
889,81,NCA-ECC,1.17,GOVERNMENT,mandatory,critical,1,Government entities must comply with NCA mandatory requirements,ATTESTATION|APPROVAL,False
890,81,NCA-ECC,1.17,ENERGY,mandatory,critical,1,Critical infrastructure requires enhanced OT security controls,BCP_DRP|INCIDENT_REPORT,False
891,81,NCA-ECC,1.17,DEFENSE,mandatory,critical,1,,,False
892,82,NCA-ECC,2.17,BANKING,mandatory,critical,2,Financial institutions must implement enhanced controls per SAMA requirements,AUDIT_REPORT|RISK_ASSESSMENT,False
893,82,NCA-ECC,2.17,INSURANCE,mandatory,high,2,,,False
894,82,NCA-ECC,2.17,CAPITAL_MARKETS,mandatory,high,2,,,False
895,82,NCA-ECC,2.17,FINTECH,mandatory,critical,2,FinTech companies must meet both SAMA and PCI requirements,PENTEST|SCAN_REPORT,False
896,82,NCA-ECC,2.17,HEALTHCARE,mandatory,critical,2,Healthcare organizations must ensure patient data protection per MOH standards,CERTIFICATE|TRAINING_RECORD,False
897,82,NCA-ECC,2.17,TELECOM,mandatory,high,2,,,False
898,82,NCA-ECC,2.17,ICT,mandatory,high,2,,,False
899,82,NCA-ECC,2.17,CLOUD,mandatory,high,2,,,False
900,82,NCA-ECC,2.17,GOVERNMENT,mandatory,critical,2,Government entities must comply with NCA mandatory requirements,ATTESTATION|APPROVAL,False
901,82,NCA-ECC,2.17,ENERGY,mandatory,critical,2,Critical infrastructure requires enhanced OT security controls,BCP_DRP|INCIDENT_REPORT,False
902,82,NCA-ECC,2.17,DEFENSE,mandatory,high,2,,,False
903,83,NCA-ECC,3.17,BANKING,mandatory,high,3,Financial institutions must implement enhanced controls per SAMA requirements,AUDIT_REPORT|RISK_ASSESSMENT,False
904,83,NCA-ECC,3.17,INSURANCE,mandatory,medium,3,,,False
