id,control_id,framework_code,control_number,evidence_type_code,is_mandatory,requirement_description_en,expected_content_en,collection_frequency,retention_period_months,maximum_age_days,requires_attestation,attestation_role,display_order
1291,216,NCA-OTCC,3.9,LOG,True,Provide log demonstrating implementation of Endpoint - Control 9,Documentation showing detective control implementation,monthly,36,30,False,,1
1292,216,NCA-OTCC,3.9,REPORT,True,Provide report demonstrating implementation of Endpoint - Control 9,Documentation showing detective control implementation,monthly,36,30,False,,2
1293,216,NCA-OTCC,3.9,SCREENSHOT,False,Provide screenshot demonstrating implementation of Endpoint - Control 9,Documentation showing detective control implementation,monthly,36,30,False,,3
1294,216,NCA-OTCC,3.9,SCAN_REPORT,False,Provide scan report demonstrating implementation of Endpoint - Control 9,Documentation showing detective control implementation,monthly,36,30,False,,4
1295,216,NCA-OTCC,3.9,ACCESS_REVIEW,False,Provide access review demonstrating implementation of Endpoint - Control 9,Documentation showing detective control implementation,monthly,36,30,False,,5
1296,216,NCA-OTCC,3.9,AUDIT_REPORT,False,Provide audit report demonstrating implementation of Endpoint - Control 9,Documentation showing detective control implementation,monthly,36,30,False,,6
1297,217,NCA-OTCC,4.9,INCIDENT_REPORT,True,Provide incident report demonstrating implementation of Monitoring - Control 9,Documentation showing corrective control implementation,continuous,36,30,False,,1
1298,217,NCA-OTCC,4.9,MEETING_MINUTES,True,Provide meeting minutes demonstrating implementation of Monitoring - Control 9,Documentation showing corrective control implementation,continuous,36,30,False,,2
1299,217,NCA-OTCC,4.9,TEST_RESULT,False,Provide test result demonstrating implementation of Monitoring - Control 9,Documentation showing corrective control implementation,continuous,36,30,False,,3
1300,217,NCA-OTCC,4.9,ATTESTATION,False,Provide attestation demonstrating implementation of Monitoring - Control 9,Documentation showing corrective control implementation,continuous,36,30,True,CISO,4
1301,217,NCA-OTCC,4.9,RISK_ASSESSMENT,False,Provide risk assessment demonstrating implementation of Monitoring - Control 9,Documentation showing corrective control implementation,continuous,36,30,False,,5
1302,217,NCA-OTCC,4.9,CHANGE_RECORD,False,Provide change record demonstrating implementation of Monitoring - Control 9,Documentation showing corrective control implementation,continuous,36,30,False,,6
1303,218,NCA-OTCC,1.10,POLICY,True,Provide policy demonstrating implementation of Governance - Control 10,Documentation showing preventive control implementation,annually,36,365,False,,1
1304,218,NCA-OTCC,1.10,PROCEDURE,True,Provide procedure demonstrating implementation of Governance - Control 10,Documentation showing preventive control implementation,annually,36,365,False,,2
1305,218,NCA-OTCC,1.10,STANDARD,False,Provide standard demonstrating implementation of Governance - Control 10,Documentation showing preventive control implementation,annually,36,365,False,,3
1306,218,NCA-OTCC,1.10,CONFIG,False,Provide config demonstrating implementation of Governance - Control 10,Documentation showing preventive control implementation,annually,36,365,False,,4
1307,218,NCA-OTCC,1.10,TRAINING_RECORD,False,Provide training record demonstrating implementation of Governance - Control 10,Documentation showing preventive control implementation,annually,36,365,False,,5
1308,218,NCA-OTCC,1.10,APPROVAL,False,Provide approval demonstrating implementation of Governance - Control 10,Documentation showing preventive control implementation,annually,36,365,True,Management,6
1309,219,NCA-OTCC,2.10,LOG,True,Provide log demonstrating implementation of Network - Control 10,Documentation showing detective control implementation,quarterly,36,90,False,,1
1310,219,NCA-OTCC,2.10,REPORT,True,Provide report demonstrating implementation of Network - Control 10,Documentation showing detective control implementation,quarterly,36,90,False,,2
1311,219,NCA-OTCC,2.10,SCREENSHOT,False,Provide screenshot demonstrating implementation of Network - Control 10,Documentation showing detective control implementation,quarterly,36,90,False,,3
1312,219,NCA-OTCC,2.10,SCAN_REPORT,False,Provide scan report demonstrating implementation of Network - Control 10,Documentation showing detective control implementation,quarterly,36,90,False,,4
1313,219,NCA-OTCC,2.10,ACCESS_REVIEW,False,Provide access review demonstrating implementation of Network - Control 10,Documentation showing detective control implementation,quarterly,36,90,False,,5
1314,219,NCA-OTCC,2.10,AUDIT_REPORT,False,Provide audit report demonstrating implementation of Network - Control 10,Documentation showing detective control implementation,quarterly,36,90,False,,6
1315,220,NCA-OTCC,3.10,INCIDENT_REPORT,True,Provide incident report demonstrating implementation of Endpoint - Control 10,Documentation showing corrective control implementation,monthly,36,30,False,,1
1316,220,NCA-OTCC,3.10,MEETING_MINUTES,True,Provide meeting minutes demonstrating implementation of Endpoint - Control 10,Documentation showing corrective control implementation,monthly,36,30,False,,2
1317,220,NCA-OTCC,3.10,TEST_RESULT,False,Provide test result demonstrating implementation of Endpoint - Control 10,Documentation showing corrective control implementation,monthly,36,30,False,,3
1318,220,NCA-OTCC,3.10,ATTESTATION,False,Provide attestation demonstrating implementation of Endpoint - Control 10,Documentation showing corrective control implementation,monthly,36,30,True,CISO,4
1319,220,NCA-OTCC,3.10,RISK_ASSESSMENT,False,Provide risk assessment demonstrating implementation of Endpoint - Control 10,Documentation showing corrective control implementation,monthly,36,30,False,,5
1320,220,NCA-OTCC,3.10,CHANGE_RECORD,False,Provide change record demonstrating implementation of Endpoint - Control 10,Documentation showing corrective control implementation,monthly,36,30,False,,6
1321,221,NCA-OTCC,4.10,POLICY,True,Provide policy demonstrating implementation of Monitoring - Control 10,Documentation showing preventive control implementation,continuous,36,30,False,,1
1322,221,NCA-OTCC,4.10,PROCEDURE,True,Provide procedure demonstrating implementation of Monitoring - Control 10,Documentation showing preventive control implementation,continuous,36,30,False,,2
1323,221,NCA-OTCC,4.10,STANDARD,False,Provide standard demonstrating implementation of Monitoring - Control 10,Documentation showing preventive control implementation,continuous,36,30,False,,3
1324,221,NCA-OTCC,4.10,CONFIG,False,Provide config demonstrating implementation of Monitoring - Control 10,Documentation showing preventive control implementation,continuous,36,30,False,,4
1325,221,NCA-OTCC,4.10,TRAINING_RECORD,False,Provide training record demonstrating implementation of Monitoring - Control 10,Documentation showing preventive control implementation,continuous,36,30,False,,5
1326,221,NCA-OTCC,4.10,APPROVAL,False,Provide approval demonstrating implementation of Monitoring - Control 10,Documentation showing preventive control implementation,continuous,36,30,True,Management,6
1327,222,NCA-OTCC,1.11,LOG,True,Provide log demonstrating implementation of Governance - Control 11,Documentation showing detective control implementation,annually,36,365,False,,1
1328,222,NCA-OTCC,1.11,REPORT,True,Provide report demonstrating implementation of Governance - Control 11,Documentation showing detective control implementation,annually,36,365,False,,2
1329,222,NCA-OTCC,1.11,SCREENSHOT,False,Provide screenshot demonstrating implementation of Governance - Control 11,Documentation showing detective control implementation,annually,36,365,False,,3
1330,222,NCA-OTCC,1.11,SCAN_REPORT,False,Provide scan report demonstrating implementation of Governance - Control 11,Documentation showing detective control implementation,annually,36,365,False,,4
1331,222,NCA-OTCC,1.11,ACCESS_REVIEW,False,Provide access review demonstrating implementation of Governance - Control 11,Documentation showing detective control implementation,annually,36,365,False,,5
1332,222,NCA-OTCC,1.11,AUDIT_REPORT,False,Provide audit report demonstrating implementation of Governance - Control 11,Documentation showing detective control implementation,annually,36,365,False,,6
1333,223,NCA-OTCC,2.11,INCIDENT_REPORT,True,Provide incident report demonstrating implementation of Network - Control 11,Documentation showing corrective control implementation,quarterly,36,90,False,,1
1334,223,NCA-OTCC,2.11,MEETING_MINUTES,True,Provide meeting minutes demonstrating implementation of Network - Control 11,Documentation showing corrective control implementation,quarterly,36,90,False,,2
1335,223,NCA-OTCC,2.11,TEST_RESULT,False,Provide test result demonstrating implementation of Network - Control 11,Documentation showing corrective control implementation,quarterly,36,90,False,,3
1336,223,NCA-OTCC,2.11,ATTESTATION,False,Provide attestation demonstrating implementation of Network - Control 11,Documentation showing corrective control implementation,quarterly,36,90,True,CISO,4
1337,223,NCA-OTCC,2.11,RISK_ASSESSMENT,False,Provide risk assessment demonstrating implementation of Network - Control 11,Documentation showing corrective control implementation,quarterly,36,90,False,,5
1338,223,NCA-OTCC,2.11,CHANGE_RECORD,False,Provide change record demonstrating implementation of Network - Control 11,Documentation showing corrective control implementation,quarterly,36,90,False,,6
1339,224,NCA-OTCC,3.11,POLICY,True,Provide policy demonstrating implementation of Endpoint - Control 11,Documentation showing preventive control implementation,monthly,36,30,False,,1
1340,224,NCA-OTCC,3.11,PROCEDURE,True,Provide procedure demonstrating implementation of Endpoint - Control 11,Documentation showing preventive control implementation,monthly,36,30,False,,2
1341,224,NCA-OTCC,3.11,STANDARD,False,Provide standard demonstrating implementation of Endpoint - Control 11,Documentation showing preventive control implementation,monthly,36,30,False,,3
1342,224,NCA-OTCC,3.11,CONFIG,False,Provide config demonstrating implementation of Endpoint - Control 11,Documentation showing preventive control implementation,monthly,36,30,False,,4
1343,224,NCA-OTCC,3.11,TRAINING_RECORD,False,Provide training record demonstrating implementation of Endpoint - Control 11,Documentation showing preventive control implementation,monthly,36,30,False,,5
1344,224,NCA-OTCC,3.11,APPROVAL,False,Provide approval demonstrating implementation of Endpoint - Control 11,Documentation showing preventive control implementation,monthly,36,30,True,Management,6
1345,225,NCA-OTCC,4.11,LOG,True,Provide log demonstrating implementation of Monitoring - Control 11,Documentation showing detective control implementation,continuous,36,30,False,,1
1346,225,NCA-OTCC,4.11,REPORT,True,Provide report demonstrating implementation of Monitoring - Control 11,Documentation showing detective control implementation,continuous,36,30,False,,2
1347,225,NCA-OTCC,4.11,SCREENSHOT,False,Provide screenshot demonstrating implementation of Monitoring - Control 11,Documentation showing detective control implementation,continuous,36,30,False,,3
1348,225,NCA-OTCC,4.11,SCAN_REPORT,False,Provide scan report demonstrating implementation of Monitoring - Control 11,Documentation showing detective control implementation,continuous,36,30,False,,4
1349,225,NCA-OTCC,4.11,ACCESS_REVIEW,False,Provide access review demonstrating implementation of Monitoring - Control 11,Documentation showing detective control implementation,continuous,36,30,False,,5
1350,225,NCA-OTCC,4.11,AUDIT_REPORT,False,Provide audit report demonstrating implementation of Monitoring - Control 11,Documentation showing detective control implementation,continuous,36,30,False,,6
1351,226,NCA-OTCC,1.12,INCIDENT_REPORT,True,Provide incident report demonstrating implementation of Governance - Control 12,Documentation showing corrective control implementation,annually,36,365,False,,1
1352,226,NCA-OTCC,1.12,MEETING_MINUTES,True,Provide meeting minutes demonstrating implementation of Governance - Control 12,Documentation showing corrective control implementation,annually,36,365,False,,2
1353,226,NCA-OTCC,1.12,TEST_RESULT,False,Provide test result demonstrating implementation of Governance - Control 12,Documentation showing corrective control implementation,annually,36,365,False,,3
1354,226,NCA-OTCC,1.12,ATTESTATION,False,Provide attestation demonstrating implementation of Governance - Control 12,Documentation showing corrective control implementation,annually,36,365,True,CISO,4
1355,226,NCA-OTCC,1.12,RISK_ASSESSMENT,False,Provide risk assessment demonstrating implementation of Governance - Control 12,Documentation showing corrective control implementation,annually,36,365,False,,5
1356,226,NCA-OTCC,1.12,CHANGE_RECORD,False,Provide change record demonstrating implementation of Governance - Control 12,Documentation showing corrective control implementation,annually,36,365,False,,6
1357,227,NCA-OTCC,2.12,POLICY,True,Provide policy demonstrating implementation of Network - Control 12,Documentation showing preventive control implementation,quarterly,36,90,False,,1
1358,227,NCA-OTCC,2.12,PROCEDURE,True,Provide procedure demonstrating implementation of Network - Control 12,Documentation showing preventive control implementation,quarterly,36,90,False,,2
1359,227,NCA-OTCC,2.12,STANDARD,False,Provide standard demonstrating implementation of Network - Control 12,Documentation showing preventive control implementation,quarterly,36,90,False,,3
1360,227,NCA-OTCC,2.12,CONFIG,False,Provide config demonstrating implementation of Network - Control 12,Documentation showing preventive control implementation,quarterly,36,90,False,,4
1361,227,NCA-OTCC,2.12,TRAINING_RECORD,False,Provide training record demonstrating implementation of Network - Control 12,Documentation showing preventive control implementation,quarterly,36,90,False,,5
1362,227,NCA-OTCC,2.12,APPROVAL,False,Provide approval demonstrating implementation of Network - Control 12,Documentation showing preventive control implementation,quarterly,36,90,True,Management,6
1363,228,NCA-OTCC,3.12,LOG,True,Provide log demonstrating implementation of Endpoint - Control 12,Documentation showing detective control implementation,monthly,36,30,False,,1
1364,228,NCA-OTCC,3.12,REPORT,True,Provide report demonstrating implementation of Endpoint - Control 12,Documentation showing detective control implementation,monthly,36,30,False,,2
1365,228,NCA-OTCC,3.12,SCREENSHOT,False,Provide screenshot demonstrating implementation of Endpoint - Control 12,Documentation showing detective control implementation,monthly,36,30,False,,3
1366,228,NCA-OTCC,3.12,SCAN_REPORT,False,Provide scan report demonstrating implementation of Endpoint - Control 12,Documentation showing detective control implementation,monthly,36,30,False,,4
1367,228,NCA-OTCC,3.12,ACCESS_REVIEW,False,Provide access review demonstrating implementation of Endpoint - Control 12,Documentation showing detective control implementation,monthly,36,30,False,,5
1368,228,NCA-OTCC,3.12,AUDIT_REPORT,False,Provide audit report demonstrating implementation of Endpoint - Control 12,Documentation showing detective control implementation,monthly,36,30,False,,6
1369,229,NCA-OTCC,4.12,INCIDENT_REPORT,True,Provide incident report demonstrating implementation of Monitoring - Control 12,Documentation showing corrective control implementation,continuous,36,30,False,,1
1370,229,NCA-OTCC,4.12,MEETING_MINUTES,True,Provide meeting minutes demonstrating implementation of Monitoring - Control 12,Documentation showing corrective control implementation,continuous,36,30,False,,2
1371,229,NCA-OTCC,4.12,TEST_RESULT,False,Provide test result demonstrating implementation of Monitoring - Control 12,Documentation showing corrective control implementation,continuous,36,30,False,,3
1372,229,NCA-OTCC,4.12,ATTESTATION,False,Provide attestation demonstrating implementation of Monitoring - Control 12,Documentation showing corrective control implementation,continuous,36,30,True,CISO,4
1373,229,NCA-OTCC,4.12,RISK_ASSESSMENT,False,Provide risk assessment demonstrating implementation of Monitoring - Control 12,Documentation showing corrective control implementation,continuous,36,30,False,,5
1374,229,NCA-OTCC,4.12,CHANGE_RECORD,False,Provide change record demonstrating implementation of Monitoring - Control 12,Documentation showing corrective control implementation,continuous,36,30,False,,6
1375,230,NCA-OTCC,1.13,POLICY,True,Provide policy demonstrating implementation of Governance - Control 13,Documentation showing preventive control implementation,annually,36,365,False,,1
1376,230,NCA-OTCC,1.13,PROCEDURE,True,Provide procedure demonstrating implementation of Governance - Control 13,Documentation showing preventive control implementation,annually,36,365,False,,2
1377,230,NCA-OTCC,1.13,STANDARD,False,Provide standard demonstrating implementation of Governance - Control 13,Documentation showing preventive control implementation,annually,36,365,False,,3
1378,230,NCA-OTCC,1.13,CONFIG,False,Provide config demonstrating implementation of Governance - Control 13,Documentation showing preventive control implementation,annually,36,365,False,,4
1379,230,NCA-OTCC,1.13,TRAINING_RECORD,False,Provide training record demonstrating implementation of Governance - Control 13,Documentation showing preventive control implementation,annually,36,365,False,,5
1380,230,NCA-OTCC,1.13,APPROVAL,False,Provide approval demonstrating implementation of Governance - Control 13,Documentation showing preventive control implementation,annually,36,365,True,Management,6
1381,231,NCA-OTCC,2.13,LOG,True,Provide log demonstrating implementation of Network - Control 13,Documentation showing detective control implementation,quarterly,36,90,False,,1
1382,231,NCA-OTCC,2.13,REPORT,True,Provide report demonstrating implementation of Network - Control 13,Documentation showing detective control implementation,quarterly,36,90,False,,2
1383,231,NCA-OTCC,2.13,SCREENSHOT,False,Provide screenshot demonstrating implementation of Network - Control 13,Documentation showing detective control implementation,quarterly,36,90,False,,3
1384,231,NCA-OTCC,2.13,SCAN_REPORT,False,Provide scan report demonstrating implementation of Network - Control 13,Documentation showing detective control implementation,quarterly,36,90,False,,4
1385,231,NCA-OTCC,2.13,ACCESS_REVIEW,False,Provide access review demonstrating implementation of Network - Control 13,Documentation showing detective control implementation,quarterly,36,90,False,,5
1386,231,NCA-OTCC,2.13,AUDIT_REPORT,False,Provide audit report demonstrating implementation of Network - Control 13,Documentation showing detective control implementation,quarterly,36,90,False,,6
1387,232,NCA-OTCC,3.13,INCIDENT_REPORT,True,Provide incident report demonstrating implementation of Endpoint - Control 13,Documentation showing corrective control implementation,monthly,36,30,False,,1
1388,232,NCA-OTCC,3.13,MEETING_MINUTES,True,Provide meeting minutes demonstrating implementation of Endpoint - Control 13,Documentation showing corrective control implementation,monthly,36,30,False,,2
1389,232,NCA-OTCC,3.13,TEST_RESULT,False,Provide test result demonstrating implementation of Endpoint - Control 13,Documentation showing corrective control implementation,monthly,36,30,False,,3
1390,232,NCA-OTCC,3.13,ATTESTATION,False,Provide attestation demonstrating implementation of Endpoint - Control 13,Documentation showing corrective control implementation,monthly,36,30,True,CISO,4
1391,232,NCA-OTCC,3.13,RISK_ASSESSMENT,False,Provide risk assessment demonstrating implementation of Endpoint - Control 13,Documentation showing corrective control implementation,monthly,36,30,False,,5
1392,232,NCA-OTCC,3.13,CHANGE_RECORD,False,Provide change record demonstrating implementation of Endpoint - Control 13,Documentation showing corrective control implementation,monthly,36,30,False,,6
1393,233,NCA-OTCC,4.13,POLICY,True,Provide policy demonstrating implementation of Monitoring - Control 13,Documentation showing preventive control implementation,continuous,36,30,False,,1
1394,233,NCA-OTCC,4.13,PROCEDURE,True,Provide procedure demonstrating implementation of Monitoring - Control 13,Documentation showing preventive control implementation,continuous,36,30,False,,2
1395,233,NCA-OTCC,4.13,STANDARD,False,Provide standard demonstrating implementation of Monitoring - Control 13,Documentation showing preventive control implementation,continuous,36,30,False,,3
1396,233,NCA-OTCC,4.13,CONFIG,False,Provide config demonstrating implementation of Monitoring - Control 13,Documentation showing preventive control implementation,continuous,36,30,False,,4
1397,233,NCA-OTCC,4.13,TRAINING_RECORD,False,Provide training record demonstrating implementation of Monitoring - Control 13,Documentation showing preventive control implementation,continuous,36,30,False,,5
1398,233,NCA-OTCC,4.13,APPROVAL,False,Provide approval demonstrating implementation of Monitoring - Control 13,Documentation showing preventive control implementation,continuous,36,30,True,Management,6
1399,234,NCA-OTCC,1.14,LOG,True,Provide log demonstrating implementation of Governance - Control 14,Documentation showing detective control implementation,annually,36,365,False,,1
1400,234,NCA-OTCC,1.14,REPORT,True,Provide report demonstrating implementation of Governance - Control 14,Documentation showing detective control implementation,annually,36,365,False,,2
1401,234,NCA-OTCC,1.14,SCREENSHOT,False,Provide screenshot demonstrating implementation of Governance - Control 14,Documentation showing detective control implementation,annually,36,365,False,,3
1402,234,NCA-OTCC,1.14,SCAN_REPORT,False,Provide scan report demonstrating implementation of Governance - Control 14,Documentation showing detective control implementation,annually,36,365,False,,4
1403,234,NCA-OTCC,1.14,ACCESS_REVIEW,False,Provide access review demonstrating implementation of Governance - Control 14,Documentation showing detective control implementation,annually,36,365,False,,5
1404,234,NCA-OTCC,1.14,AUDIT_REPORT,False,Provide audit report demonstrating implementation of Governance - Control 14,Documentation showing detective control implementation,annually,36,365,False,,6
1405,235,SAMA-CSF,1.1,POLICY,True,Provide policy demonstrating implementation of Governance - Control 1,Documentation showing preventive control implementation,annually,36,365,False,,1
1406,235,SAMA-CSF,1.1,PROCEDURE,True,Provide procedure demonstrating implementation of Governance - Control 1,Documentation showing preventive control implementation,annually,36,365,False,,2
1407,235,SAMA-CSF,1.1,STANDARD,False,Provide standard demonstrating implementation of Governance - Control 1,Documentation showing preventive control implementation,annually,36,365,False,,3
1408,235,SAMA-CSF,1.1,CONFIG,False,Provide config demonstrating implementation of Governance - Control 1,Documentation showing preventive control implementation,annually,36,365,False,,4
1409,235,SAMA-CSF,1.1,TRAINING_RECORD,False,Provide training record demonstrating implementation of Governance - Control 1,Documentation showing preventive control implementation,annually,36,365,False,,5
1410,235,SAMA-CSF,1.1,APPROVAL,False,Provide approval demonstrating implementation of Governance - Control 1,Documentation showing preventive control implementation,annually,36,365,True,Management,6
1411,236,SAMA-CSF,2.1,LOG,True,Provide log demonstrating implementation of Risk - Control 1,Documentation showing detective control implementation,quarterly,36,90,False,,1
1412,236,SAMA-CSF,2.1,REPORT,True,Provide report demonstrating implementation of Risk - Control 1,Documentation showing detective control implementation,quarterly,36,90,False,,2
1413,236,SAMA-CSF,2.1,SCREENSHOT,False,Provide screenshot demonstrating implementation of Risk - Control 1,Documentation showing detective control implementation,quarterly,36,90,False,,3
1414,236,SAMA-CSF,2.1,SCAN_REPORT,False,Provide scan report demonstrating implementation of Risk - Control 1,Documentation showing detective control implementation,quarterly,36,90,False,,4
1415,236,SAMA-CSF,2.1,ACCESS_REVIEW,False,Provide access review demonstrating implementation of Risk - Control 1,Documentation showing detective control implementation,quarterly,36,90,False,,5
1416,236,SAMA-CSF,2.1,AUDIT_REPORT,False,Provide audit report demonstrating implementation of Risk - Control 1,Documentation showing detective control implementation,quarterly,36,90,False,,6
1417,237,SAMA-CSF,3.1,INCIDENT_REPORT,True,Provide incident report demonstrating implementation of Compliance - Control 1,Documentation showing corrective control implementation,monthly,36,30,False,,1
1418,237,SAMA-CSF,3.1,MEETING_MINUTES,True,Provide meeting minutes demonstrating implementation of Compliance - Control 1,Documentation showing corrective control implementation,monthly,36,30,False,,2
1419,237,SAMA-CSF,3.1,TEST_RESULT,False,Provide test result demonstrating implementation of Compliance - Control 1,Documentation showing corrective control implementation,monthly,36,30,False,,3
1420,237,SAMA-CSF,3.1,ATTESTATION,False,Provide attestation demonstrating implementation of Compliance - Control 1,Documentation showing corrective control implementation,monthly,36,30,True,CISO,4
1421,237,SAMA-CSF,3.1,RISK_ASSESSMENT,False,Provide risk assessment demonstrating implementation of Compliance - Control 1,Documentation showing corrective control implementation,monthly,36,30,False,,5
1422,237,SAMA-CSF,3.1,CHANGE_RECORD,False,Provide change record demonstrating implementation of Compliance - Control 1,Documentation showing corrective control implementation,monthly,36,30,False,,6
1423,238,SAMA-CSF,4.1,POLICY,True,Provide policy demonstrating implementation of Operations - Control 1,Documentation showing preventive control implementation,continuous,36,30,False,,1
1424,238,SAMA-CSF,4.1,PROCEDURE,True,Provide procedure demonstrating implementation of Operations - Control 1,Documentation showing preventive control implementation,continuous,36,30,False,,2
1425,238,SAMA-CSF,4.1,STANDARD,False,Provide standard demonstrating implementation of Operations - Control 1,Documentation showing preventive control implementation,continuous,36,30,False,,3
1426,238,SAMA-CSF,4.1,CONFIG,False,Provide config demonstrating implementation of Operations - Control 1,Documentation showing preventive control implementation,continuous,36,30,False,,4
1427,238,SAMA-CSF,4.1,TRAINING_RECORD,False,Provide training record demonstrating implementation of Operations - Control 1,Documentation showing preventive control implementation,continuous,36,30,False,,5
1428,238,SAMA-CSF,4.1,APPROVAL,False,Provide approval demonstrating implementation of Operations - Control 1,Documentation showing preventive control implementation,continuous,36,30,True,Management,6
1429,239,SAMA-CSF,5.1,LOG,True,Provide log demonstrating implementation of Technology - Control 1,Documentation showing detective control implementation,annually,36,365,False,,1
1430,239,SAMA-CSF,5.1,REPORT,True,Provide report demonstrating implementation of Technology - Control 1,Documentation showing detective control implementation,annually,36,365,False,,2
1431,239,SAMA-CSF,5.1,SCREENSHOT,False,Provide screenshot demonstrating implementation of Technology - Control 1,Documentation showing detective control implementation,annually,36,365,False,,3
1432,239,SAMA-CSF,5.1,SCAN_REPORT,False,Provide scan report demonstrating implementation of Technology - Control 1,Documentation showing detective control implementation,annually,36,365,False,,4
1433,239,SAMA-CSF,5.1,ACCESS_REVIEW,False,Provide access review demonstrating implementation of Technology - Control 1,Documentation showing detective control implementation,annually,36,365,False,,5
1434,239,SAMA-CSF,5.1,AUDIT_REPORT,False,Provide audit report demonstrating implementation of Technology - Control 1,Documentation showing detective control implementation,annually,36,365,False,,6
1435,240,SAMA-CSF,6.1,INCIDENT_REPORT,True,Provide incident report demonstrating implementation of People - Control 1,Documentation showing corrective control implementation,quarterly,36,90,False,,1
1436,240,SAMA-CSF,6.1,MEETING_MINUTES,True,Provide meeting minutes demonstrating implementation of People - Control 1,Documentation showing corrective control implementation,quarterly,36,90,False,,2
1437,240,SAMA-CSF,6.1,TEST_RESULT,False,Provide test result demonstrating implementation of People - Control 1,Documentation showing corrective control implementation,quarterly,36,90,False,,3
1438,240,SAMA-CSF,6.1,ATTESTATION,False,Provide attestation demonstrating implementation of People - Control 1,Documentation showing corrective control implementation,quarterly,36,90,True,CISO,4
1439,240,SAMA-CSF,6.1,RISK_ASSESSMENT,False,Provide risk assessment demonstrating implementation of People - Control 1,Documentation showing corrective control implementation,quarterly,36,90,False,,5
1440,240,SAMA-CSF,6.1,CHANGE_RECORD,False,Provide change record demonstrating implementation of People - Control 1,Documentation showing corrective control implementation,quarterly,36,90,False,,6
1441,241,SAMA-CSF,1.2,POLICY,True,Provide policy demonstrating implementation of Governance - Control 2,Documentation showing preventive control implementation,monthly,36,30,False,,1
1442,241,SAMA-CSF,1.2,PROCEDURE,True,Provide procedure demonstrating implementation of Governance - Control 2,Documentation showing preventive control implementation,monthly,36,30,False,,2
1443,241,SAMA-CSF,1.2,STANDARD,False,Provide standard demonstrating implementation of Governance - Control 2,Documentation showing preventive control implementation,monthly,36,30,False,,3
1444,241,SAMA-CSF,1.2,CONFIG,False,Provide config demonstrating implementation of Governance - Control 2,Documentation showing preventive control implementation,monthly,36,30,False,,4
1445,241,SAMA-CSF,1.2,TRAINING_RECORD,False,Provide training record demonstrating implementation of Governance - Control 2,Documentation showing preventive control implementation,monthly,36,30,False,,5
1446,241,SAMA-CSF,1.2,APPROVAL,False,Provide approval demonstrating implementation of Governance - Control 2,Documentation showing preventive control implementation,monthly,36,30,True,Management,6
1447,242,SAMA-CSF,2.2,LOG,True,Provide log demonstrating implementation of Risk - Control 2,Documentation showing detective control implementation,continuous,36,30,False,,1
1448,242,SAMA-CSF,2.2,REPORT,True,Provide report demonstrating implementation of Risk - Control 2,Documentation showing detective control implementation,continuous,36,30,False,,2
1449,242,SAMA-CSF,2.2,SCREENSHOT,False,Provide screenshot demonstrating implementation of Risk - Control 2,Documentation showing detective control implementation,continuous,36,30,False,,3
1450,242,SAMA-CSF,2.2,SCAN_REPORT,False,Provide scan report demonstrating implementation of Risk - Control 2,Documentation showing detective control implementation,continuous,36,30,False,,4
1451,242,SAMA-CSF,2.2,ACCESS_REVIEW,False,Provide access review demonstrating implementation of Risk - Control 2,Documentation showing detective control implementation,continuous,36,30,False,,5
1452,242,SAMA-CSF,2.2,AUDIT_REPORT,False,Provide audit report demonstrating implementation of Risk - Control 2,Documentation showing detective control implementation,continuous,36,30,False,,6
1453,243,SAMA-CSF,3.2,INCIDENT_REPORT,True,Provide incident report demonstrating implementation of Compliance - Control 2,Documentation showing corrective control implementation,annually,36,365,False,,1
1454,243,SAMA-CSF,3.2,MEETING_MINUTES,True,Provide meeting minutes demonstrating implementation of Compliance - Control 2,Documentation showing corrective control implementation,annually,36,365,False,,2
1455,243,SAMA-CSF,3.2,TEST_RESULT,False,Provide test result demonstrating implementation of Compliance - Control 2,Documentation showing corrective control implementation,annually,36,365,False,,3
1456,243,SAMA-CSF,3.2,ATTESTATION,False,Provide attestation demonstrating implementation of Compliance - Control 2,Documentation showing corrective control implementation,annually,36,365,True,CISO,4
1457,243,SAMA-CSF,3.2,RISK_ASSESSMENT,False,Provide risk assessment demonstrating implementation of Compliance - Control 2,Documentation showing corrective control implementation,annually,36,365,False,,5
1458,243,SAMA-CSF,3.2,CHANGE_RECORD,False,Provide change record demonstrating implementation of Compliance - Control 2,Documentation showing corrective control implementation,annually,36,365,False,,6
1459,244,SAMA-CSF,4.2,POLICY,True,Provide policy demonstrating implementation of Operations - Control 2,Documentation showing preventive control implementation,quarterly,36,90,False,,1
1460,244,SAMA-CSF,4.2,PROCEDURE,True,Provide procedure demonstrating implementation of Operations - Control 2,Documentation showing preventive control implementation,quarterly,36,90,False,,2
1461,244,SAMA-CSF,4.2,STANDARD,False,Provide standard demonstrating implementation of Operations - Control 2,Documentation showing preventive control implementation,quarterly,36,90,False,,3
1462,244,SAMA-CSF,4.2,CONFIG,False,Provide config demonstrating implementation of Operations - Control 2,Documentation showing preventive control implementation,quarterly,36,90,False,,4
1463,244,SAMA-CSF,4.2,TRAINING_RECORD,False,Provide training record demonstrating implementation of Operations - Control 2,Documentation showing preventive control implementation,quarterly,36,90,False,,5
1464,244,SAMA-CSF,4.2,APPROVAL,False,Provide approval demonstrating implementation of Operations - Control 2,Documentation showing preventive control implementation,quarterly,36,90,True,Management,6
