lifecycle_id,mapping_id,control_id,framework_code,control_number,evidence_type_code,stage_code,stage_name_en,stage_name_ar,stage_order,duration_days,responsible_role,is_active_stage
606,51,15,NCA-ECC,1-6-1,POLICY,STORE,Storage,التخزين,6,1,GRC Platform,True
607,51,15,NCA-ECC,1-6-1,POLICY,USE,Active Use,الاستخدام النشط,7,365,Audit Function,True
608,51,15,NCA-ECC,1-6-1,POLICY,REVIEW,Periodic Review,المراجعة الدورية,8,30,Internal Audit,False
609,51,15,NCA-ECC,1-6-1,POLICY,REFRESH,Refresh,التحديث,9,14,Control Owner,False
610,51,15,NCA-ECC,1-6-1,POLICY,RETAIN,Retention,الاحتفاظ,10,1080,Records Manager,True
611,51,15,NCA-ECC,1-6-1,POLICY,ARCHIVE,Archive,الأرشفة,11,1,IT Operations,False
612,51,15,NCA-ECC,1-6-1,POLICY,DISPOSE,Disposal,التخلص,12,1,Records Manager,False
613,52,15,NCA-ECC,1-6-1,PROJECT_CHARTER,DEFINE,Definition,التعريف,1,7,Compliance Officer,False
614,52,15,NCA-ECC,1-6-1,PROJECT_CHARTER,PLAN,Planning,التخطيط,2,7,Control Owner,False
615,52,15,NCA-ECC,1-6-1,PROJECT_CHARTER,COLLECT,Collection,الجمع,3,14,Evidence Collector,False
616,52,15,NCA-ECC,1-6-1,PROJECT_CHARTER,VALIDATE,Validation,التحقق,4,7,Quality Reviewer,False
617,52,15,NCA-ECC,1-6-1,PROJECT_CHARTER,APPROVE,Approval,الموافقة,5,5,Manager/CISO,False
618,52,15,NCA-ECC,1-6-1,PROJECT_CHARTER,STORE,Storage,التخزين,6,1,GRC Platform,True
619,52,15,NCA-ECC,1-6-1,PROJECT_CHARTER,USE,Active Use,الاستخدام النشط,7,365,Audit Function,True
620,52,15,NCA-ECC,1-6-1,PROJECT_CHARTER,REVIEW,Periodic Review,المراجعة الدورية,8,30,Internal Audit,False
621,52,15,NCA-ECC,1-6-1,PROJECT_CHARTER,REFRESH,Refresh,التحديث,9,14,Control Owner,False
622,52,15,NCA-ECC,1-6-1,PROJECT_CHARTER,RETAIN,Retention,الاحتفاظ,10,1080,Records Manager,True
623,52,15,NCA-ECC,1-6-1,PROJECT_CHARTER,ARCHIVE,Archive,الأرشفة,11,1,IT Operations,False
624,52,15,NCA-ECC,1-6-1,PROJECT_CHARTER,DISPOSE,Disposal,التخلص,12,1,Records Manager,False
625,53,15,NCA-ECC,1-6-1,CHECKLIST,DEFINE,Definition,التعريف,1,7,Compliance Officer,False
626,53,15,NCA-ECC,1-6-1,CHECKLIST,PLAN,Planning,التخطيط,2,7,Control Owner,False
627,53,15,NCA-ECC,1-6-1,CHECKLIST,COLLECT,Collection,الجمع,3,14,Evidence Collector,False
628,53,15,NCA-ECC,1-6-1,CHECKLIST,VALIDATE,Validation,التحقق,4,7,Quality Reviewer,False
629,53,15,NCA-ECC,1-6-1,CHECKLIST,APPROVE,Approval,الموافقة,5,5,Manager/CISO,False
630,53,15,NCA-ECC,1-6-1,CHECKLIST,STORE,Storage,التخزين,6,1,GRC Platform,True
631,53,15,NCA-ECC,1-6-1,CHECKLIST,USE,Active Use,الاستخدام النشط,7,365,Audit Function,True
632,53,15,NCA-ECC,1-6-1,CHECKLIST,REVIEW,Periodic Review,المراجعة الدورية,8,30,Internal Audit,False
633,53,15,NCA-ECC,1-6-1,CHECKLIST,REFRESH,Refresh,التحديث,9,14,Control Owner,False
634,53,15,NCA-ECC,1-6-1,CHECKLIST,RETAIN,Retention,الاحتفاظ,10,1080,Records Manager,True
635,53,15,NCA-ECC,1-6-1,CHECKLIST,ARCHIVE,Archive,الأرشفة,11,1,IT Operations,False
636,53,15,NCA-ECC,1-6-1,CHECKLIST,DISPOSE,Disposal,التخلص,12,1,Records Manager,False
637,54,16,NCA-ECC,1-7-1,COMPLIANCE_REPORT,DEFINE,Definition,التعريف,1,7,Compliance Officer,False
638,54,16,NCA-ECC,1-7-1,COMPLIANCE_REPORT,PLAN,Planning,التخطيط,2,7,Control Owner,False
639,54,16,NCA-ECC,1-7-1,COMPLIANCE_REPORT,COLLECT,Collection,الجمع,3,14,Evidence Collector,False
640,54,16,NCA-ECC,1-7-1,COMPLIANCE_REPORT,VALIDATE,Validation,التحقق,4,7,Quality Reviewer,False
641,54,16,NCA-ECC,1-7-1,COMPLIANCE_REPORT,APPROVE,Approval,الموافقة,5,5,Manager/CISO,False
642,54,16,NCA-ECC,1-7-1,COMPLIANCE_REPORT,STORE,Storage,التخزين,6,1,GRC Platform,True
643,54,16,NCA-ECC,1-7-1,COMPLIANCE_REPORT,USE,Active Use,الاستخدام النشط,7,365,Audit Function,True
644,54,16,NCA-ECC,1-7-1,COMPLIANCE_REPORT,REVIEW,Periodic Review,المراجعة الدورية,8,30,Internal Audit,False
645,54,16,NCA-ECC,1-7-1,COMPLIANCE_REPORT,REFRESH,Refresh,التحديث,9,14,Control Owner,False
646,54,16,NCA-ECC,1-7-1,COMPLIANCE_REPORT,RETAIN,Retention,الاحتفاظ,10,1800,Records Manager,True
647,54,16,NCA-ECC,1-7-1,COMPLIANCE_REPORT,ARCHIVE,Archive,الأرشفة,11,1,IT Operations,False
648,54,16,NCA-ECC,1-7-1,COMPLIANCE_REPORT,DISPOSE,Disposal,التخلص,12,1,Records Manager,False
649,55,16,NCA-ECC,1-7-1,AUDIT_REPORT,DEFINE,Definition,التعريف,1,7,Compliance Officer,False
650,55,16,NCA-ECC,1-7-1,AUDIT_REPORT,PLAN,Planning,التخطيط,2,7,Control Owner,False
651,55,16,NCA-ECC,1-7-1,AUDIT_REPORT,COLLECT,Collection,الجمع,3,14,Evidence Collector,False
652,55,16,NCA-ECC,1-7-1,AUDIT_REPORT,VALIDATE,Validation,التحقق,4,7,Quality Reviewer,False
653,55,16,NCA-ECC,1-7-1,AUDIT_REPORT,APPROVE,Approval,الموافقة,5,5,Manager/CISO,False
654,55,16,NCA-ECC,1-7-1,AUDIT_REPORT,STORE,Storage,التخزين,6,1,GRC Platform,True
655,55,16,NCA-ECC,1-7-1,AUDIT_REPORT,USE,Active Use,الاستخدام النشط,7,365,Audit Function,True
656,55,16,NCA-ECC,1-7-1,AUDIT_REPORT,REVIEW,Periodic Review,المراجعة الدورية,8,30,Internal Audit,False
657,55,16,NCA-ECC,1-7-1,AUDIT_REPORT,REFRESH,Refresh,التحديث,9,14,Control Owner,False
658,55,16,NCA-ECC,1-7-1,AUDIT_REPORT,RETAIN,Retention,الاحتفاظ,10,2520,Records Manager,True
659,55,16,NCA-ECC,1-7-1,AUDIT_REPORT,ARCHIVE,Archive,الأرشفة,11,1,IT Operations,False
660,55,16,NCA-ECC,1-7-1,AUDIT_REPORT,DISPOSE,Disposal,التخلص,12,1,Records Manager,False
661,56,16,NCA-ECC,1-7-1,POLICY,DEFINE,Definition,التعريف,1,7,Compliance Officer,False
662,56,16,NCA-ECC,1-7-1,POLICY,PLAN,Planning,التخطيط,2,7,Control Owner,False
663,56,16,NCA-ECC,1-7-1,POLICY,COLLECT,Collection,الجمع,3,14,Evidence Collector,False
664,56,16,NCA-ECC,1-7-1,POLICY,VALIDATE,Validation,التحقق,4,7,Quality Reviewer,False
665,56,16,NCA-ECC,1-7-1,POLICY,APPROVE,Approval,الموافقة,5,5,Manager/CISO,False
666,56,16,NCA-ECC,1-7-1,POLICY,STORE,Storage,التخزين,6,1,GRC Platform,True
667,56,16,NCA-ECC,1-7-1,POLICY,USE,Active Use,الاستخدام النشط,7,365,Audit Function,True
668,56,16,NCA-ECC,1-7-1,POLICY,REVIEW,Periodic Review,المراجعة الدورية,8,30,Internal Audit,False
669,56,16,NCA-ECC,1-7-1,POLICY,REFRESH,Refresh,التحديث,9,14,Control Owner,False
670,56,16,NCA-ECC,1-7-1,POLICY,RETAIN,Retention,الاحتفاظ,10,1080,Records Manager,True
671,56,16,NCA-ECC,1-7-1,POLICY,ARCHIVE,Archive,الأرشفة,11,1,IT Operations,False
672,56,16,NCA-ECC,1-7-1,POLICY,DISPOSE,Disposal,التخلص,12,1,Records Manager,False
673,57,16,NCA-ECC,1-7-1,EVIDENCE,DEFINE,Definition,التعريف,1,7,Compliance Officer,False
674,57,16,NCA-ECC,1-7-1,EVIDENCE,PLAN,Planning,التخطيط,2,7,Control Owner,False
675,57,16,NCA-ECC,1-7-1,EVIDENCE,COLLECT,Collection,الجمع,3,14,Evidence Collector,False
676,57,16,NCA-ECC,1-7-1,EVIDENCE,VALIDATE,Validation,التحقق,4,7,Quality Reviewer,False
677,57,16,NCA-ECC,1-7-1,EVIDENCE,APPROVE,Approval,الموافقة,5,5,Manager/CISO,False
678,57,16,NCA-ECC,1-7-1,EVIDENCE,STORE,Storage,التخزين,6,1,GRC Platform,True
679,57,16,NCA-ECC,1-7-1,EVIDENCE,USE,Active Use,الاستخدام النشط,7,365,Audit Function,True
680,57,16,NCA-ECC,1-7-1,EVIDENCE,REVIEW,Periodic Review,المراجعة الدورية,8,30,Internal Audit,False
681,57,16,NCA-ECC,1-7-1,EVIDENCE,REFRESH,Refresh,التحديث,9,14,Control Owner,False
682,57,16,NCA-ECC,1-7-1,EVIDENCE,RETAIN,Retention,الاحتفاظ,10,1080,Records Manager,True
683,57,16,NCA-ECC,1-7-1,EVIDENCE,ARCHIVE,Archive,الأرشفة,11,1,IT Operations,False
684,57,16,NCA-ECC,1-7-1,EVIDENCE,DISPOSE,Disposal,التخلص,12,1,Records Manager,False
685,58,17,NCA-ECC,1-8-1,AUDIT_PLAN,DEFINE,Definition,التعريف,1,7,Compliance Officer,False
686,58,17,NCA-ECC,1-8-1,AUDIT_PLAN,PLAN,Planning,التخطيط,2,7,Control Owner,False
687,58,17,NCA-ECC,1-8-1,AUDIT_PLAN,COLLECT,Collection,الجمع,3,14,Evidence Collector,False
688,58,17,NCA-ECC,1-8-1,AUDIT_PLAN,VALIDATE,Validation,التحقق,4,7,Quality Reviewer,False
689,58,17,NCA-ECC,1-8-1,AUDIT_PLAN,APPROVE,Approval,الموافقة,5,5,Manager/CISO,False
690,58,17,NCA-ECC,1-8-1,AUDIT_PLAN,STORE,Storage,التخزين,6,1,GRC Platform,True
691,58,17,NCA-ECC,1-8-1,AUDIT_PLAN,USE,Active Use,الاستخدام النشط,7,365,Audit Function,True
692,58,17,NCA-ECC,1-8-1,AUDIT_PLAN,REVIEW,Periodic Review,المراجعة الدورية,8,30,Internal Audit,False
693,58,17,NCA-ECC,1-8-1,AUDIT_PLAN,REFRESH,Refresh,التحديث,9,14,Control Owner,False
694,58,17,NCA-ECC,1-8-1,AUDIT_PLAN,RETAIN,Retention,الاحتفاظ,10,1800,Records Manager,True
695,58,17,NCA-ECC,1-8-1,AUDIT_PLAN,ARCHIVE,Archive,الأرشفة,11,1,IT Operations,False
696,58,17,NCA-ECC,1-8-1,AUDIT_PLAN,DISPOSE,Disposal,التخلص,12,1,Records Manager,False
697,59,17,NCA-ECC,1-8-1,AUDIT_REPORT,DEFINE,Definition,التعريف,1,7,Compliance Officer,False
698,59,17,NCA-ECC,1-8-1,AUDIT_REPORT,PLAN,Planning,التخطيط,2,7,Control Owner,False
699,59,17,NCA-ECC,1-8-1,AUDIT_REPORT,COLLECT,Collection,الجمع,3,14,Evidence Collector,False
700,59,17,NCA-ECC,1-8-1,AUDIT_REPORT,VALIDATE,Validation,التحقق,4,7,Quality Reviewer,False
701,59,17,NCA-ECC,1-8-1,AUDIT_REPORT,APPROVE,Approval,الموافقة,5,5,Manager/CISO,False
702,59,17,NCA-ECC,1-8-1,AUDIT_REPORT,STORE,Storage,التخزين,6,1,GRC Platform,True
703,59,17,NCA-ECC,1-8-1,AUDIT_REPORT,USE,Active Use,الاستخدام النشط,7,365,Audit Function,True
704,59,17,NCA-ECC,1-8-1,AUDIT_REPORT,REVIEW,Periodic Review,المراجعة الدورية,8,30,Internal Audit,False
705,59,17,NCA-ECC,1-8-1,AUDIT_REPORT,REFRESH,Refresh,التحديث,9,14,Control Owner,False
706,59,17,NCA-ECC,1-8-1,AUDIT_REPORT,RETAIN,Retention,الاحتفاظ,10,2520,Records Manager,True
707,59,17,NCA-ECC,1-8-1,AUDIT_REPORT,ARCHIVE,Archive,الأرشفة,11,1,IT Operations,False
708,59,17,NCA-ECC,1-8-1,AUDIT_REPORT,DISPOSE,Disposal,التخلص,12,1,Records Manager,False
709,60,17,NCA-ECC,1-8-1,FINDINGS,DEFINE,Definition,التعريف,1,7,Compliance Officer,False
710,60,17,NCA-ECC,1-8-1,FINDINGS,PLAN,Planning,التخطيط,2,7,Control Owner,False
711,60,17,NCA-ECC,1-8-1,FINDINGS,COLLECT,Collection,الجمع,3,14,Evidence Collector,False
712,60,17,NCA-ECC,1-8-1,FINDINGS,VALIDATE,Validation,التحقق,4,7,Quality Reviewer,False
713,60,17,NCA-ECC,1-8-1,FINDINGS,APPROVE,Approval,الموافقة,5,5,Manager/CISO,False
714,60,17,NCA-ECC,1-8-1,FINDINGS,STORE,Storage,التخزين,6,1,GRC Platform,True
715,60,17,NCA-ECC,1-8-1,FINDINGS,USE,Active Use,الاستخدام النشط,7,365,Audit Function,True
716,60,17,NCA-ECC,1-8-1,FINDINGS,REVIEW,Periodic Review,المراجعة الدورية,8,30,Internal Audit,False
717,60,17,NCA-ECC,1-8-1,FINDINGS,REFRESH,Refresh,التحديث,9,14,Control Owner,False
718,60,17,NCA-ECC,1-8-1,FINDINGS,RETAIN,Retention,الاحتفاظ,10,1800,Records Manager,True
719,60,17,NCA-ECC,1-8-1,FINDINGS,ARCHIVE,Archive,الأرشفة,11,1,IT Operations,False
720,60,17,NCA-ECC,1-8-1,FINDINGS,DISPOSE,Disposal,التخلص,12,1,Records Manager,False
721,61,17,NCA-ECC,1-8-1,REMEDIATION_PLAN,DEFINE,Definition,التعريف,1,7,Compliance Officer,False
722,61,17,NCA-ECC,1-8-1,REMEDIATION_PLAN,PLAN,Planning,التخطيط,2,7,Control Owner,False
723,61,17,NCA-ECC,1-8-1,REMEDIATION_PLAN,COLLECT,Collection,الجمع,3,14,Evidence Collector,False
724,61,17,NCA-ECC,1-8-1,REMEDIATION_PLAN,VALIDATE,Validation,التحقق,4,7,Quality Reviewer,False
725,61,17,NCA-ECC,1-8-1,REMEDIATION_PLAN,APPROVE,Approval,الموافقة,5,5,Manager/CISO,False
726,61,17,NCA-ECC,1-8-1,REMEDIATION_PLAN,STORE,Storage,التخزين,6,1,GRC Platform,True
727,61,17,NCA-ECC,1-8-1,REMEDIATION_PLAN,USE,Active Use,الاستخدام النشط,7,365,Audit Function,True
728,61,17,NCA-ECC,1-8-1,REMEDIATION_PLAN,REVIEW,Periodic Review,المراجعة الدورية,8,30,Internal Audit,False
729,61,17,NCA-ECC,1-8-1,REMEDIATION_PLAN,REFRESH,Refresh,التحديث,9,14,Control Owner,False
730,61,17,NCA-ECC,1-8-1,REMEDIATION_PLAN,RETAIN,Retention,الاحتفاظ,10,1080,Records Manager,True
731,61,17,NCA-ECC,1-8-1,REMEDIATION_PLAN,ARCHIVE,Archive,الأرشفة,11,1,IT Operations,False
732,61,17,NCA-ECC,1-8-1,REMEDIATION_PLAN,DISPOSE,Disposal,التخلص,12,1,Records Manager,False
733,62,18,NCA-ECC,1-9-1,SCREENING_RECORD,DEFINE,Definition,التعريف,1,7,Compliance Officer,False
734,62,18,NCA-ECC,1-9-1,SCREENING_RECORD,PLAN,Planning,التخطيط,2,7,Control Owner,False
735,62,18,NCA-ECC,1-9-1,SCREENING_RECORD,COLLECT,Collection,الجمع,3,14,Evidence Collector,False
736,62,18,NCA-ECC,1-9-1,SCREENING_RECORD,VALIDATE,Validation,التحقق,4,7,Quality Reviewer,False
737,62,18,NCA-ECC,1-9-1,SCREENING_RECORD,APPROVE,Approval,الموافقة,5,5,Manager/CISO,False
738,62,18,NCA-ECC,1-9-1,SCREENING_RECORD,STORE,Storage,التخزين,6,1,GRC Platform,True
739,62,18,NCA-ECC,1-9-1,SCREENING_RECORD,USE,Active Use,الاستخدام النشط,7,365,Audit Function,True
740,62,18,NCA-ECC,1-9-1,SCREENING_RECORD,REVIEW,Periodic Review,المراجعة الدورية,8,30,Internal Audit,False
741,62,18,NCA-ECC,1-9-1,SCREENING_RECORD,REFRESH,Refresh,التحديث,9,14,Control Owner,False
742,62,18,NCA-ECC,1-9-1,SCREENING_RECORD,RETAIN,Retention,الاحتفاظ,10,1800,Records Manager,True
743,62,18,NCA-ECC,1-9-1,SCREENING_RECORD,ARCHIVE,Archive,الأرشفة,11,1,IT Operations,False
744,62,18,NCA-ECC,1-9-1,SCREENING_RECORD,DISPOSE,Disposal,التخلص,12,1,Records Manager,False
745,63,18,NCA-ECC,1-9-1,POLICY,DEFINE,Definition,التعريف,1,7,Compliance Officer,False
746,63,18,NCA-ECC,1-9-1,POLICY,PLAN,Planning,التخطيط,2,7,Control Owner,False
747,63,18,NCA-ECC,1-9-1,POLICY,COLLECT,Collection,الجمع,3,14,Evidence Collector,False
748,63,18,NCA-ECC,1-9-1,POLICY,VALIDATE,Validation,التحقق,4,7,Quality Reviewer,False
749,63,18,NCA-ECC,1-9-1,POLICY,APPROVE,Approval,الموافقة,5,5,Manager/CISO,False
750,63,18,NCA-ECC,1-9-1,POLICY,STORE,Storage,التخزين,6,1,GRC Platform,True
751,63,18,NCA-ECC,1-9-1,POLICY,USE,Active Use,الاستخدام النشط,7,365,Audit Function,True
752,63,18,NCA-ECC,1-9-1,POLICY,REVIEW,Periodic Review,المراجعة الدورية,8,30,Internal Audit,False
753,63,18,NCA-ECC,1-9-1,POLICY,REFRESH,Refresh,التحديث,9,14,Control Owner,False
754,63,18,NCA-ECC,1-9-1,POLICY,RETAIN,Retention,الاحتفاظ,10,1080,Records Manager,True
755,63,18,NCA-ECC,1-9-1,POLICY,ARCHIVE,Archive,الأرشفة,11,1,IT Operations,False
756,63,18,NCA-ECC,1-9-1,POLICY,DISPOSE,Disposal,التخلص,12,1,Records Manager,False
757,64,18,NCA-ECC,1-9-1,HR_RECORDS,DEFINE,Definition,التعريف,1,7,Compliance Officer,False
758,64,18,NCA-ECC,1-9-1,HR_RECORDS,PLAN,Planning,التخطيط,2,7,Control Owner,False
759,64,18,NCA-ECC,1-9-1,HR_RECORDS,COLLECT,Collection,الجمع,3,14,Evidence Collector,False
760,64,18,NCA-ECC,1-9-1,HR_RECORDS,VALIDATE,Validation,التحقق,4,7,Quality Reviewer,False
761,64,18,NCA-ECC,1-9-1,HR_RECORDS,APPROVE,Approval,الموافقة,5,5,Manager/CISO,False
762,64,18,NCA-ECC,1-9-1,HR_RECORDS,STORE,Storage,التخزين,6,1,GRC Platform,True
763,64,18,NCA-ECC,1-9-1,HR_RECORDS,USE,Active Use,الاستخدام النشط,7,365,Audit Function,True
764,64,18,NCA-ECC,1-9-1,HR_RECORDS,REVIEW,Periodic Review,المراجعة الدورية,8,30,Internal Audit,False
765,64,18,NCA-ECC,1-9-1,HR_RECORDS,REFRESH,Refresh,التحديث,9,14,Control Owner,False
766,64,18,NCA-ECC,1-9-1,HR_RECORDS,RETAIN,Retention,الاحتفاظ,10,2520,Records Manager,True
767,64,18,NCA-ECC,1-9-1,HR_RECORDS,ARCHIVE,Archive,الأرشفة,11,1,IT Operations,False
768,64,18,NCA-ECC,1-9-1,HR_RECORDS,DISPOSE,Disposal,التخلص,12,1,Records Manager,False
769,65,19,NCA-ECC,1-9-2,PROCEDURE,DEFINE,Definition,التعريف,1,7,Compliance Officer,False
770,65,19,NCA-ECC,1-9-2,PROCEDURE,PLAN,Planning,التخطيط,2,7,Control Owner,False
771,65,19,NCA-ECC,1-9-2,PROCEDURE,COLLECT,Collection,الجمع,3,14,Evidence Collector,False
772,65,19,NCA-ECC,1-9-2,PROCEDURE,VALIDATE,Validation,التحقق,4,7,Quality Reviewer,False
773,65,19,NCA-ECC,1-9-2,PROCEDURE,APPROVE,Approval,الموافقة,5,5,Manager/CISO,False
774,65,19,NCA-ECC,1-9-2,PROCEDURE,STORE,Storage,التخزين,6,1,GRC Platform,True
775,65,19,NCA-ECC,1-9-2,PROCEDURE,USE,Active Use,الاستخدام النشط,7,365,Audit Function,True
776,65,19,NCA-ECC,1-9-2,PROCEDURE,REVIEW,Periodic Review,المراجعة الدورية,8,30,Internal Audit,False
777,65,19,NCA-ECC,1-9-2,PROCEDURE,REFRESH,Refresh,التحديث,9,14,Control Owner,False
778,65,19,NCA-ECC,1-9-2,PROCEDURE,RETAIN,Retention,الاحتفاظ,10,1080,Records Manager,True
779,65,19,NCA-ECC,1-9-2,PROCEDURE,ARCHIVE,Archive,الأرشفة,11,1,IT Operations,False
780,65,19,NCA-ECC,1-9-2,PROCEDURE,DISPOSE,Disposal,التخلص,12,1,Records Manager,False
781,66,19,NCA-ECC,1-9-2,CHECKLIST,DEFINE,Definition,التعريف,1,7,Compliance Officer,False
782,66,19,NCA-ECC,1-9-2,CHECKLIST,PLAN,Planning,التخطيط,2,7,Control Owner,False
783,66,19,NCA-ECC,1-9-2,CHECKLIST,COLLECT,Collection,الجمع,3,14,Evidence Collector,False
784,66,19,NCA-ECC,1-9-2,CHECKLIST,VALIDATE,Validation,التحقق,4,7,Quality Reviewer,False
785,66,19,NCA-ECC,1-9-2,CHECKLIST,APPROVE,Approval,الموافقة,5,5,Manager/CISO,False
786,66,19,NCA-ECC,1-9-2,CHECKLIST,STORE,Storage,التخزين,6,1,GRC Platform,True
787,66,19,NCA-ECC,1-9-2,CHECKLIST,USE,Active Use,الاستخدام النشط,7,365,Audit Function,True
788,66,19,NCA-ECC,1-9-2,CHECKLIST,REVIEW,Periodic Review,المراجعة الدورية,8,30,Internal Audit,False
789,66,19,NCA-ECC,1-9-2,CHECKLIST,REFRESH,Refresh,التحديث,9,14,Control Owner,False
790,66,19,NCA-ECC,1-9-2,CHECKLIST,RETAIN,Retention,الاحتفاظ,10,1080,Records Manager,True
791,66,19,NCA-ECC,1-9-2,CHECKLIST,ARCHIVE,Archive,الأرشفة,11,1,IT Operations,False
792,66,19,NCA-ECC,1-9-2,CHECKLIST,DISPOSE,Disposal,التخلص,12,1,Records Manager,False
793,67,19,NCA-ECC,1-9-2,ACCESS_LOG,DEFINE,Definition,التعريف,1,7,Compliance Officer,False
794,67,19,NCA-ECC,1-9-2,ACCESS_LOG,PLAN,Planning,التخطيط,2,7,Control Owner,False
795,67,19,NCA-ECC,1-9-2,ACCESS_LOG,COLLECT,Collection,الجمع,3,14,Evidence Collector,False
796,67,19,NCA-ECC,1-9-2,ACCESS_LOG,VALIDATE,Validation,التحقق,4,7,Quality Reviewer,False
797,67,19,NCA-ECC,1-9-2,ACCESS_LOG,APPROVE,Approval,الموافقة,5,5,Manager/CISO,False
798,67,19,NCA-ECC,1-9-2,ACCESS_LOG,STORE,Storage,التخزين,6,1,GRC Platform,True
799,67,19,NCA-ECC,1-9-2,ACCESS_LOG,USE,Active Use,الاستخدام النشط,7,365,Audit Function,True
800,67,19,NCA-ECC,1-9-2,ACCESS_LOG,REVIEW,Periodic Review,المراجعة الدورية,8,30,Internal Audit,False
801,67,19,NCA-ECC,1-9-2,ACCESS_LOG,REFRESH,Refresh,التحديث,9,14,Control Owner,False
802,67,19,NCA-ECC,1-9-2,ACCESS_LOG,RETAIN,Retention,الاحتفاظ,10,360,Records Manager,True
803,67,19,NCA-ECC,1-9-2,ACCESS_LOG,ARCHIVE,Archive,الأرشفة,11,1,IT Operations,False
804,67,19,NCA-ECC,1-9-2,ACCESS_LOG,DISPOSE,Disposal,التخلص,12,1,Records Manager,False
805,68,19,NCA-ECC,1-9-2,AUDIT_LOG,DEFINE,Definition,التعريف,1,7,Compliance Officer,False
806,68,19,NCA-ECC,1-9-2,AUDIT_LOG,PLAN,Planning,التخطيط,2,7,Control Owner,False
807,68,19,NCA-ECC,1-9-2,AUDIT_LOG,COLLECT,Collection,الجمع,3,14,Evidence Collector,False
808,68,19,NCA-ECC,1-9-2,AUDIT_LOG,VALIDATE,Validation,التحقق,4,7,Quality Reviewer,False
809,68,19,NCA-ECC,1-9-2,AUDIT_LOG,APPROVE,Approval,الموافقة,5,5,Manager/CISO,False
810,68,19,NCA-ECC,1-9-2,AUDIT_LOG,STORE,Storage,التخزين,6,1,GRC Platform,True
811,68,19,NCA-ECC,1-9-2,AUDIT_LOG,USE,Active Use,الاستخدام النشط,7,365,Audit Function,True
812,68,19,NCA-ECC,1-9-2,AUDIT_LOG,REVIEW,Periodic Review,المراجعة الدورية,8,30,Internal Audit,False
813,68,19,NCA-ECC,1-9-2,AUDIT_LOG,REFRESH,Refresh,التحديث,9,14,Control Owner,False
814,68,19,NCA-ECC,1-9-2,AUDIT_LOG,RETAIN,Retention,الاحتفاظ,10,720,Records Manager,True
815,68,19,NCA-ECC,1-9-2,AUDIT_LOG,ARCHIVE,Archive,الأرشفة,11,1,IT Operations,False
816,68,19,NCA-ECC,1-9-2,AUDIT_LOG,DISPOSE,Disposal,التخلص,12,1,Records Manager,False
817,69,20,NCA-ECC,1-10-1,TRAINING_PROGRAM,DEFINE,Definition,التعريف,1,7,Compliance Officer,False
818,69,20,NCA-ECC,1-10-1,TRAINING_PROGRAM,PLAN,Planning,التخطيط,2,7,Control Owner,False
819,69,20,NCA-ECC,1-10-1,TRAINING_PROGRAM,COLLECT,Collection,الجمع,3,14,Evidence Collector,False
820,69,20,NCA-ECC,1-10-1,TRAINING_PROGRAM,VALIDATE,Validation,التحقق,4,7,Quality Reviewer,False
821,69,20,NCA-ECC,1-10-1,TRAINING_PROGRAM,APPROVE,Approval,الموافقة,5,5,Manager/CISO,False
822,69,20,NCA-ECC,1-10-1,TRAINING_PROGRAM,STORE,Storage,التخزين,6,1,GRC Platform,True
823,69,20,NCA-ECC,1-10-1,TRAINING_PROGRAM,USE,Active Use,الاستخدام النشط,7,365,Audit Function,True
824,69,20,NCA-ECC,1-10-1,TRAINING_PROGRAM,REVIEW,Periodic Review,المراجعة الدورية,8,30,Internal Audit,False
825,69,20,NCA-ECC,1-10-1,TRAINING_PROGRAM,REFRESH,Refresh,التحديث,9,14,Control Owner,False
826,69,20,NCA-ECC,1-10-1,TRAINING_PROGRAM,RETAIN,Retention,الاحتفاظ,10,1080,Records Manager,True
827,69,20,NCA-ECC,1-10-1,TRAINING_PROGRAM,ARCHIVE,Archive,الأرشفة,11,1,IT Operations,False
828,69,20,NCA-ECC,1-10-1,TRAINING_PROGRAM,DISPOSE,Disposal,التخلص,12,1,Records Manager,False
829,70,20,NCA-ECC,1-10-1,TRAINING_RECORD,DEFINE,Definition,التعريف,1,7,Compliance Officer,False
830,70,20,NCA-ECC,1-10-1,TRAINING_RECORD,PLAN,Planning,التخطيط,2,7,Control Owner,False
831,70,20,NCA-ECC,1-10-1,TRAINING_RECORD,COLLECT,Collection,الجمع,3,14,Evidence Collector,False
832,70,20,NCA-ECC,1-10-1,TRAINING_RECORD,VALIDATE,Validation,التحقق,4,7,Quality Reviewer,False
833,70,20,NCA-ECC,1-10-1,TRAINING_RECORD,APPROVE,Approval,الموافقة,5,5,Manager/CISO,False
834,70,20,NCA-ECC,1-10-1,TRAINING_RECORD,STORE,Storage,التخزين,6,1,GRC Platform,True
835,70,20,NCA-ECC,1-10-1,TRAINING_RECORD,USE,Active Use,الاستخدام النشط,7,365,Audit Function,True
836,70,20,NCA-ECC,1-10-1,TRAINING_RECORD,REVIEW,Periodic Review,المراجعة الدورية,8,30,Internal Audit,False
837,70,20,NCA-ECC,1-10-1,TRAINING_RECORD,REFRESH,Refresh,التحديث,9,14,Control Owner,False
838,70,20,NCA-ECC,1-10-1,TRAINING_RECORD,RETAIN,Retention,الاحتفاظ,10,1800,Records Manager,True
839,70,20,NCA-ECC,1-10-1,TRAINING_RECORD,ARCHIVE,Archive,الأرشفة,11,1,IT Operations,False
